nr_albumu,nazwisko,imie,wiek,grupa
4117,Alyssa,Kurt,19,1
4118,Lauren,Paul,25,2
4119,Avery,Rupert,19,4
4120,Rosalie,Gerd,22,3
4121,Taylor,Maximilian,20,4
4122,Rose,Ulf,20,4
4123,Rosalie,Pascal,23,3
4124,Paisley,Anton,22,3
4125,Piper,Philipp,21,2
4126,Callie,Detlef,22,4
4127,Georgia,Fritz,25,2
4128,Eleanor,Anselm,20,4
4129,Sienna,Benedikt,20,2
4130,Freya,Bertram,20,2
4131,Rachel,Samuel,19,4
4132,Amelia,Fabian,23,2
4133,Mia,Dietrich,23,3
4134,Autumn,Reinhard,22,2
4135,Mia,Heinz,24,4
4136,Elizabeth,Dietrich,24,2
4137,Arianna,Uwe,22,3
4138,Ella,Björn,23,2
4139,Rosalie,Helmut,24,3
4140,Alexa,Florian,20,3
4141,Brooklyn,Simon,20,3
4142,Olivia,Dirk,22,2
4143,Claire,Dustin,23,4
4144,Riley,Edgar,24,2
4145,Sadie,Rudolf,20,1
4146,Alice,Till,22,1
4147,Scarlett,Timo,20,2
4148,Keira,Hannes,24,1
4149,Liliana,Ernst,23,4
4150,Audrey,Lars,24,4
4151,Natalie,Dietrich,24,2
4152,Abigail,Paul,20,2
4153,Mya,Arnold,23,1
4154,Maya,Eike,19,2
4155,Riley,Bastian,25,2
4156,Hazel,Volker,19,2
4157,Aubrey,Corbinian,21,2
4158,Paisley,Harald,23,3
4159,Elizabeth,Geralt,23,2
4160,Sienna,Rolf,24,2
4161,Lauren,Alexander,22,1
4162,Julia,Uwe,21,2
4163,Charlotte,Waldemar,22,3
4164,Ella,Thilo,19,2
4165,Mia,Wendelin,23,3
4166,Keira,Boris,22,4
4167,Aurora,Maximilian,23,2
4168,Lauren,Gernot,23,2
4169,Emilia,Roman,22,4
4170,Autumn,Peter,21,2
4171,Callie,Adam,24,2
4172,Violet,Bernhard,23,2
4173,Eleanor,Rainer,21,1
4174,Mila,Hermann,23,1
4175,Isabella,Ulrich,20,2
4176,Lily,Gernot,20,2
4177,Chloe,Guido,22,3
4178,Quinn,Armin,21,4
4179,Emma,Bruno,22,3
4180,Leah,Max,20,3
4181,Ava,Klaus,20,4
4182,Allison,Hannes,20,1
4183,Georgia,Peter,21,1
4184,Avery,Josef,20,3
4185,Chloe,Ernst,21,4
4186,Amelia,Florian,22,2
4187,Charlotte,Josef,22,1
4188,Alice,Paul,24,3
4189,Stella,Willi,19,4
4190,Ayla,Christoph,23,3
4191,Abigail,Norbert,22,2
4192,Alyssa,Corbinian,19,2
4193,Brooklyn,Rupert,24,3
4194,Audrey,Willi,22,3
4195,Madelyn,Johannes,21,3
4196,Isabella,Dominik,24,3
4197,Clara,Wendelin,19,2
4198,Ella,Armin,24,3
4199,Autumn,Matthias,20,1
4200,Nova,Philipp,21,3
4201,Maya,Joachim,20,2
4202,Charlotte,Josef,20,2
4203,Ruby,Dietrich,19,3
4204,Alyssa,Dominik,21,2
4205,Allison,Peter,21,4
4206,Mackenzie,Stefan,23,3
4207,Riley,Ulrich,21,2
4208,Aubrey,Jan,21,3
4209,Aaliyah,Ernst,24,3
4210,Abigail,Sepp,21,1
4211,Eva,Armin,19,1
4212,Julia,Johannes,20,3
4213,Hazel,Philipp,22,2
4214,Riley,Viktor,19,3
4215,Leah,Manuel,23,4
4216,Aaliyah,Paul,24,2
4217,Abigail,Manuel,19,3
4218,Alice,Horst,20,4
4219,Abigail,Uwe,21,3
4220,Claire,Dustin,20,3
4221,Liliana,Aaron,19,4
4222,Nora,Gustav,23,3
4223,Lauren,Sepp,21,4
4224,Nova,Dieter,22,2
4225,Ivy,Eugen,23,2
4226,Hazel,Eike,23,3
4227,Georgia,Dieter,25,3
4228,Abigail,Lorenz,20,4
4229,Eleanor,Dieter,25,4
4230,Brielle,Michael,21,2
4231,Autumn,Florian,20,4
4232,Grace,Adam,23,3
4233,Riley,Christian,22,3
4234,Isabella,Mark,22,1
4235,Madison,Rudolf,20,2
4236,Allison,Corbinian,19,4
4237,Chloe,Rupert,23,4
4238,Brielle,Rupert,23,1
4239,Lucy,Dietrich,19,2
4240,Madelyn,Lothar,19,4
4241,Lucy,Burkhardt,22,3
4242,Ayla,Berthold,21,2
4243,Jordyn,Geralt,19,1
4244,Arielle,Stefan,19,2
4245,Stella,Timo,22,2
4246,Grace,Julian,23,2
4247,Julia,Franz,24,2
4248,Piper,Gregor,23,3
4249,Piper,Manuel,21,4
4250,Amelia,Rudolf,24,4
4251,Gabriella,Bert,20,1
4252,Jordyn,Lorenz,20,2
4253,Hailey,Clemens,23,1
4254,Kaylee,Moritz,20,3
4255,Amelia,Armin,19,1
4256,Keira,Gustav,19,3
4257,Callie,Pierre,23,1
4258,Charlie,Otto,23,4
4259,Sadie,Kai,24,3
4260,Lillian,Dimitri,22,1
4261,Rosalie,Bertram,24,4
4262,Elizabeth,Arnold,25,3
4263,Brielle,Gunnar,22,2
4264,Allison,Timo,25,2
4265,Addison,Christoph,20,3
4266,Hailey,Erwin,22,2
4267,Lucy,Walther,24,3
4268,Piper,Rainer,19,2
4269,Ava,Eberhard,22,2
4270,Aurora,Adam,24,1
4271,Elizabeth,Otto,20,3
4272,Aaliyah,Ingo,21,3
4273,Lily,Anton,21,4
4274,Abigail,Ansgar,23,1
4275,Ruby,Guido,25,3
4276,Jordyn,Hans,25,3
4277,Freya,Lorenz,23,3
4278,Natalie,Robert,23,3
4279,Alice,Guido,21,3
4280,Lyla,Zacharias,22,1
4281,Grace,Adam,21,2
4282,Isla,Erwin,20,4
4283,Brooklyn,Peter,23,3
4284,Sophia,Niko,21,3
4285,Eleanor,Waldemar,25,4
4286,Stella,Fritz,23,3
4287,Brooklyn,Bruno,23,3
4288,Anna,Claudius,23,1
4289,Lily,Siegfried,20,2
4290,Lyla,Erwin,24,2
4291,Amelia,Ansgar,24,4
4292,Beatrice,Niko,22,1
4293,Avery,Gregor,25,3
4294,Victoria,Oswald,24,3
4295,Hazel,Emil,24,2
4296,Natalie,Bernhard,20,3
4297,Stella,Franz,23,2
4298,Georgia,Sepp,24,3
4299,Olivia,Oswald,22,2
4300,Elena,Sören,19,3
4301,Emilia,Erwin,25,4
4302,Alyssa,Leo,22,2
4303,Elena,Harald,21,2
4304,Arianna,Josef,22,1
4305,Peyton,Gunnar,22,2
4306,Mya,Franz,24,3
4307,Layla,Gustav,22,3
4308,Lily,Rainer,20,1
4309,Sophia,Jonas,21,2
4310,Allison,Julian,22,4
4311,Rosalie,Timo,24,3
4312,Arianna,Ingo,24,3
4313,Ellie,Dennis,21,1
4314,Savannah,Xaver,21,3
4315,Liliana,Walther,19,1
4316,Olivia,Gunnar,22,4
4317,Mia,Gregor,19,2
4318,Sadie,Gunnar,25,3
4319,Ruby,Franz,20,2
4320,Ava,Günther,20,4
4321,Lauren,Hannes,22,1
4322,Grace,Sven,20,2
4323,Ophelia,Kurt,24,3
4324,Rose,Dieter,22,3
4325,Georgia,Benedikt,23,3
4326,Aubrey,Andreas,22,2
4327,Ruby,Ansgar,24,3
4328,Charlotte,Otto,21,4
4329,Sophia,Pierre,21,2
4330,Grace,Lothar,22,4
4331,Natalie,Björn,20,1
4332,Clara,Leonard,22,2
4333,Violet,Gerd,24,2
4334,Quinn,Dietrich,24,4
4335,Aaliyah,Nicolas,24,4
4336,Beatrice,Klaus,24,3
4337,Leah,Sven,24,1
4338,Jade,Lars,25,2
4339,Abigail,Daniel,21,1
4340,Autumn,Oswald,24,3
4341,Hazel,Corbinian,21,2
4342,Nora,Lars,20,4
4343,Piper,Bernhard,23,2
4344,Jade,Jonas,23,2
4345,Lily,Harald,20,1
4346,Stella,Ingo,21,2
4347,Taylor,Patrick,24,3
4348,Keira,Arnold,21,2
4349,Aaliyah,Matthias,22,1
4350,Eva,Clemens,25,3
4351,Mackenzie,Manuel,20,3
4352,Sophie,Willi,20,1
4353,Riley,Sebastian,20,3
4354,Piper,Volker,20,4
4355,Annabelle,Conrad,19,2
4356,Amelia,Alex,22,1
4357,Ellie,Dennis,19,2
4358,Beatrice,Manuel,21,2
4359,Avery,Heinz,25,3
4360,Riley,Erwin,19,1
4361,Jade,Fritz,19,1
4362,Lillian,Oswald,21,3
4363,Aurora,Richard,24,2
4364,Brooklyn,Viktor,24,1
4365,Madelyn,Josef,23,2
4366,Liliana,Waldemar,22,1
4367,Alexa,Rudolf,20,2
4368,Aaliyah,Jonas,21,3
4369,Emilia,Sascha,25,3
4370,Emily,Bodo,23,1
4371,Emma,Raimund,20,2
4372,Isla,Samuel,20,1
4373,Allison,Simon,23,2
4374,Madelyn,Leo,24,3
4375,Arielle,Hans,23,1
4376,Anna,Nicolas,24,1
4377,Emily,Nicolas,20,2
4378,Ava,Sebastian,21,3
4379,Quinn,Walther,24,4
4380,Harper,Hannes,23,3
4381,Isabelle,Detlef,23,1
4382,Gabriella,Thorsten,19,3
4383,Aubrey,Norbert,20,4
4384,Lauren,Armin,23,2
4385,Emily,Simon,24,4
4386,Georgia,Karl,25,4
4387,Savannah,Detlef,23,1
4388,Leah,Peter,22,3
4389,Freya,Bert,20,3
4390,Sadie,Sven,20,3
4391,Evelyn,Sven,23,4
4392,Riley,Walther,24,3
4393,Isabelle,Dieter,19,4
4394,Eva,Lothar,22,3
4395,Alice,Klaus,19,4
4396,Zoey,Bernd,20,1
4397,Violet,Detlef,22,1
4398,Aurora,Benedikt,22,1
4399,Aubrey,Kai,21,2
4400,Hazel,Stefan,20,3
4401,Stella,Rupert,21,3
4402,Ayla,Walther,22,2
4403,Emma,Viktor,23,2
4404,Kaylee,Florian,24,3
4405,Natalie,David,22,2
4406,Taylor,Corbinian,21,1
4407,Stella,Gisbert,19,3
4408,Mya,Volker,24,2
4409,Olivia,Jan,20,3
4410,Allison,Moritz,21,2
4411,Hannah,Waldemar,22,1
4412,Penelope,Günther,24,2
4413,Alice,Ulf,25,2
4414,Mia,Maximilian,23,3
4415,Hazel,Bodo,23,2
4416,Arianna,Norbert,22,2
4417,Georgia,Nicolas,22,3
4418,Callie,Kurt,21,3
4419,Mia,Kurt,19,4
4420,Callie,Manuel,20,1
4421,Emma,Adam,19,4
4422,Freya,Lothar,24,3
4423,Violet,Dennis,22,2
4424,Isabella,Waldemar,22,3
4425,Sophie,Gustav,24,1
4426,Zoey,Dirk,24,2
4427,Scarlett,Florian,25,3
4428,Callie,Reinhard,22,2
4429,Brooklyn,Erwin,19,3
4430,Clara,Walther,22,4
4431,Hailey,Sascha,22,3
4432,Isabelle,Michael,24,2
4433,Chloe,Heinz,25,2
4434,Anna,Sven,22,3
4435,Aubrey,Leo,19,3
4436,Eva,Franz,23,2
4437,Avery,Gerhard,25,3
4438,Violet,Joachim,21,2
4439,Lucy,Edgar,22,2
4440,Evelyn,Berthold,20,3
4441,Hazel,Bert,19,2
4442,Annabelle,Fritz,22,3
4443,Evelyn,Rainer,24,4
4444,Clara,Nico,21,3
4445,Sadie,Dominik,19,2
4446,Freya,Alex,19,2
4447,Penelope,Detlef,20,3
4448,Arielle,Boris,24,1
4449,Piper,Aaron,22,1
4450,Callie,Sascha,19,2
4451,Freya,Olaf,21,1
4452,Sadie,Lars,20,2
4453,Sophie,Sören,21,2
4454,Grace,Bernd,21,2
4455,Keira,Anton,20,1
4456,Kaylee,Uwe,21,3
4457,Ava,Hannes,20,1
4458,Isla,Christian,21,4
4459,Harper,Aaron,21,3
4460,Victoria,Joachim,20,1
4461,Georgia,Stephan,23,3
4462,Victoria,Jonas,24,2
4463,Georgia,Albrecht,23,1
4464,Victoria,Friedrich,23,2
4465,Mackenzie,Max,20,2
4466,Chloe,Reinhard,21,3
4467,Emma,Martin,20,2
4468,Violet,Heinz,21,1
4469,Hailey,Geralt,24,3
4470,Emily,Dieter,24,3
4471,Ellie,Jan,21,2
4472,Jade,Timo,22,2
4473,Mya,Oswald,25,3
4474,Sienna,Florian,21,3
4475,Ellie,Karl,24,2
4476,Rachel,Guido,21,2
4477,Charlie,Klaus,22,1
4478,Lucy,David,19,4
4479,Charlotte,Nicolas,20,2
4480,Mya,Lukas,21,2
4481,Alyssa,Ulrich,20,4
4482,Avery,Konrad,23,4
4483,Aurora,Anselm,20,3
4484,Liliana,Bertram,22,3
4485,Abigail,Anselm,19,1
4486,Charlotte,Philipp,24,1
4487,Audrey,Timo,21,4
4488,Violet,Norbert,21,2
4489,Addison,Till,21,4
4490,Addison,Max,20,2
4491,Hannah,Horst,22,2
4492,Paisley,Dominik,22,3
4493,Liliana,Philipp,20,2
4494,Emma,Dietrich,22,4
4495,Isabelle,Horst,22,2
4496,Ivy,Clemens,25,1
4497,Lily,Franz,23,4
4498,Brooklyn,Leo,23,3
4499,Brooklyn,Manfred,22,2
4500,Ella,Oswald,23,3
4501,Lina,Efe,21,3
4502,Sofia,Ayinde,24,2
4503,Juliane,Oluwaseyi,20,1
4504,Lena,Ayinde,25,4
4505,Uta,Akin,20,2
4506,Katja,Kenechukwu,22,3
4507,Judith,Uchenna,23,2
4508,Hildegard,Chigozie,22,2
4509,Ida,Adama,21,2
4510,Ivonne,Efe,24,2
4511,Maja,Adama,19,2
4512,Beatrice,Amadi,22,1
4513,Pia,Abayomi,20,3
4514,Heike,Chukwuemeka,19,2
4515,Annika,Oreoluwa,24,1
4516,Angela,Abayomi,25,4
4517,Miriam,Obie,21,3
4518,Uschi,Ade,24,2
4519,Cornelia,Tobenna,23,2
4520,Ingeborg,Chidubem,22,2
4521,Paula,Temitope,24,3
4522,Annette,Ugo,25,2
4523,Anke,Adewale,21,3
4524,Sylvia,Nnamdi,25,2
4525,Larissa,Juwon,22,2
4526,Nadine,Geofrey,25,1
4527,Karola,Nnamdi,25,3
4528,Katja,Oluwatobiloba,21,3
4529,Carolin,Olajuwon,22,3
4530,Carmen,Olumide,23,2
4531,Karen,Oluwatobiloba,20,3
4532,Jana,Chidi,25,2
4533,Vanessa,Ayodeji,20,3
4534,Renate,Ugochukwu,25,4
4535,Elisabeth,Atiba,23,2
4536,Monika,Atiba,24,4
4537,Julia,Ade,24,2
4538,Nicole,Emeka,20,2
4539,Luise,Ade,24,1
4540,Paula,Ayinde,25,4
4541,Ursel,Akin,24,2
4542,Rosemarie,Atiba,24,3
4543,Verena,Kelechi,23,3
4544,Franziska,Chima,19,3
4545,Charlotte,Oluwatobiloba,19,2
4546,Vreni,Taye,25,4
4547,Laura,Oshay,22,1
4548,Anja,Ayodele,19,4
4549,Regine,Praise,22,4
4550,Uta,Olajuwon,22,2
4551,Sarah,Chukwuemeka,19,3
4552,Judith,Oshay,20,2
4553,Bärbel,Juwon,22,2
4554,Ute,Efe,21,1
4555,Kathi,Juwon,23,2
4556,Kathi,Taye,21,4
4557,Susanne,Ade,25,4
4558,Hedwig,Oluwatobi,24,2
4559,Ramona,Shade,22,1
4560,Mechthild,Ayodele,20,3
4561,Lina,Chinedu,24,4
4562,Marlene,Ikenna,22,4
4563,Ivonne,Chike,25,1
4564,Gertrud,Okey,25,1
4565,Gertrud,Chike,24,3
4566,Vanessa,Ayodeji,20,1
4567,Vreni,Emeka,21,2
4568,Carolin,Shade,21,3
4569,Rebekka,Nnamdi,21,3
4570,Luise,Chukwuemeka,22,3
4571,Jennifer,Efe,22,3
4572,Meike,Emeka,23,2
4573,Janette,Temitope,25,3
4574,Pauline,Emeka,21,3
4575,Elfriede,Oluwatobiloba,24,2
4576,Frieda,Uchenna,25,3
4577,Olga,Olufemi,20,1
4578,Eleonor,Ayodeji,24,3
4579,Denise,Chukwuemeka,23,1
4580,Heidi,Olufemi,24,3
4581,Lina,Okey,19,2
4582,Julia,Chidi,24,3
4583,Karen,Oluwaseyi,20,4
4584,Jessica,Chigozie,23,2
4585,Deborah,Emeka,23,2
4586,Flora,Adama,20,3
4587,Mechthild,Okey,20,3
4588,Gisela,Emeka,22,3
4589,Dora,Chidi,23,2
4590,Flora,Obie,22,3
4591,Renate,Obinna,24,2
4592,Jacqueline,Oluwafemi,25,3
4593,Thea,Uchenna,23,2
4594,Ricarda,Kayode,21,1
4595,Marlene,Olufemi,24,2
4596,Rosa,Taiwo,24,2
4597,Diana,Olajuwon,22,2
4598,Karen,Uchenna,24,3
4599,Isa,Olajuwon,23,2
4600,Regina,Chike,20,2
4601,Isabell,Ayodele,25,3
4602,Maja,Ike,20,2
4603,Christiane,Saheed,23,2
4604,Dagmar,Olajuwon,24,4
4605,Elvira,Kayode,24,1
4606,Vreni,Kayode,24,2
4607,Diana,Oluwatobiloba,22,3
4608,Paula,Ayomide,24,2
4609,Birgit,Ayomide,20,3
4610,Christiane,Chukwudi,24,3
4611,Greta,Chukwuemeka,24,4
4612,Dora,Obie,24,2
4613,Ursel,Oluwaseyi,22,2
4614,Anke,Olajuwon,22,4
4615,Dora,Ugo,23,1
4616,Rosa,Babatunde,19,3
4617,Katharina,Ikechukwu,24,2
4618,Ina,Oluwafemi,22,1
4619,Katja,Chukwuemeka,21,2
4620,Stefanie,Oluwatobi,25,1
4621,Ricarda,Ikechukwu,25,2
4622,Anita,Tobe,25,4
4623,Carolin,Oluwafemi,19,3
4624,Pia,Oreoluwa,19,4
4625,Emma,Juwon,20,3
4626,Pia,Ayinde,22,2
4627,Irma,Efe,22,4
4628,Ina,Akin,25,1
4629,Dora,Ayomide,20,1
4630,Mechthild,Temitope,24,1
4631,Katharina,Ike,22,1
4632,Annette,Geofrey,24,2
4633,Ursel,Oluwaseyi,20,2
4634,Regina,Obie,22,4
4635,Kassandra,Ikechukwu,21,4
4636,Rita,Tobi,25,3
4637,Diana,Nnamdi,21,1
4638,Herta,Obinna,25,3
4639,Ricarda,Nnamdi,22,3
4640,Doris,Juwon,22,3
4641,Theresa,Taiwo,21,4
4642,Gudrun,Tobi,21,3
4643,Hildegard,Chibueze,23,2
4644,Bärbel,Praise,21,3
4645,Brigitte,Adama,20,2
4646,Julia,Kayin,19,4
4647,Eleonor,Tobi,20,3
4648,Eva,Oreoluwa,24,1
4649,Christiane,Temitope,21,3
4650,Judith,Oluwatobi,21,2
4651,Gerlinde,Tobenna,21,4
4652,Ricarda,Kayin,24,3
4653,Anke,Chukwudi,24,4
4654,Deborah,Oluwafemi,19,2
4655,Dagmar,Saheed,24,3
4656,Angelika,Olajuwon,23,2
4657,Sofia,Ayinde,21,4
4658,Jenny,Ugo,23,1
4659,Ramona,Chidubem,19,3
4660,Doris,Chukwudi,23,2
4661,Vanessa,Oluwaseyi,24,3
4662,Barbara,Shade,19,2
4663,Karolin,Ayinde,21,4
4664,Jacqueline,Ayomide,23,1
4665,Ursel,Obie,22,3
4666,Petra,Oluwafemi,21,3
4667,Kathrin,Oluwatobiloba,24,2
4668,Kati,Chukwuemeka,25,3
4669,Susanne,Ugo,22,1
4670,Maja,Oluwaseun,22,2
4671,Jasmin,Obinna,20,3
4672,Karla,Juwon,22,2
4673,Jeanette,Geofrey,25,3
4674,Dorothea,Ade,23,2
4675,Hanna,Oluwatobi,24,4
4676,Susi,Chike,22,2
4677,Gabi,Chibueze,22,1
4678,Martina,Kayode,23,2
4679,Franziska,Juwon,21,1
4680,Hildegard,Temitope,19,2
4681,Astrid,Temitope,20,4
4682,Ilse,Chibueze,23,2
4683,Anke,Chukwudi,21,2
4684,Mona,Oluwaseun,20,2
4685,Trude,Oluwafemi,23,2
4686,Helga,Kenechukwu,21,1
4687,Ricarda,Chidubem,24,2
4688,Zara,Ugonna,21,3
4689,Rosemarie,Akin,23,1
4690,Jasmin,Olumide,21,3
4691,Martina,Tobi,23,4
4692,Gerda,Taiwo,20,2
4693,Steffi,Amadi,21,4
4694,Janette,Ayodele,23,3
4695,Diana,Chibueze,24,2
4696,Edeltraud,Oshay,23,2
4697,Pia,Kayin,24,3
4698,Rita,Kayode,21,2
4699,Dora,Oreoluwa,22,2
4700,Juliane,Abayomi,23,1
4701,Martina,Chima,20,3
4702,Verena,Tobenna,21,2
4703,Vreni,Chukwuemeka,21,3
4704,Susanne,Kelechi,19,2
4705,Angela,Rapheal,22,4
4706,Susi,Olufemi,21,2
4707,Jenny,Oluwaseun,20,4
4708,Ricarda,Olajuwon,23,3
4709,Doris,Olajuwon,24,3
4710,Sibylle,Tobe,22,3
4711,Judith,Juwon,23,2
4712,Jenny,Ikenna,22,2
4713,Renate,Kayode,22,3
4714,Uschi,Olumide,22,2
4715,Karen,Ike,21,4
4716,Doris,Babatunde,21,4
4717,Elfriede,Kenechukwu,20,2
4718,Jacqueline,Shade,20,3
4719,Jessica,Shade,20,4
4720,Vroni,Uchenna,22,3
4721,Edeltraud,Amadi,24,3
4722,Beatrice,Chibueze,22,3
4723,Gertrud,Obie,22,3
4724,Lili,Ade,24,3
4725,Hedwig,Ikenna,20,4
4726,Pauline,Tobenna,21,2
4727,Else,Ayinde,19,2
4728,Olga,Oluwaseun,23,3
4729,Uta,Oluwatobiloba,21,4
4730,Ricarda,Chibueze,21,2
4731,Anne,Ayodeji,20,1
4732,Anita,Akin,24,4
4733,Siggi,Okey,22,1
4734,Petra,Chike,22,2
4735,Gerlinde,Chigozie,24,2
4736,Maja,Chigozie,23,3
4737,Jennifer,Tobenna,22,3
4738,Nadja,Olamide,24,2
4739,Zara,Oluwaseun,22,3
4740,Rosa,Obinna,21,3
4741,Vanessa,Ikechukwu,23,1
4742,Hanna,Chibueze,22,1
4743,Jennifer,Ugochukwu,24,3
4744,Nadja,Ovie,24,1
4745,Karin,Chukwuemeka,25,4
4746,Larissa,Ikechukwu,24,3
4747,Christiane,Emeka,21,1
4748,Elfriede,Olumide,23,1
4749,Petra,Akin,20,2
4750,Rita,Olajuwon,24,4
4751,Franziska,Ugonna,22,3
4752,Frieda,Akin,20,2
4753,Christina,Ikenna,22,3
4754,Herta,Rapheal,23,3
4755,Lili,Obinna,24,2
4756,Zara,Ikenna,21,1
4757,Katharina,Ugo,24,3
4758,Alexa,Kayin,25,3
4759,Else,Ugo,22,2
4760,Nancy,Oreoluwa,19,2
4761,Anita,Amadi,19,2
4762,Vanessa,Chigozie,22,3
4763,Jutta,Chidubem,23,4
4764,Ursula,Uchenna,24,2
4765,Olga,Oluwaseun,25,3
4766,Sylvia,Kelechi,22,4
4767,Cindy,Taye,24,4
4768,Beatrice,Babatunde,21,3
4769,Greta,Kayin,21,1
4770,Nicole,Ade,19,2
4771,Kathi,Efe,23,4
4772,Greta,Olumide,22,4
4773,Gisela,Olufemi,24,1
4774,Sylvia,Praise,21,2
4775,Heidi,Chukwudi,24,4
4776,Bianca,Efe,20,2
4777,Olga,Ayinde,21,4
4778,Franzi,Ugonna,23,4
4779,Kerstin,Akin,21,3
4780,Elvira,Okey,21,4
4781,Eleonor,Abayomi,25,1
4782,Rosa,Ayodeji,20,1
4783,Renate,Okey,20,2
4784,Annette,Babatunde,20,4
4785,Christiane,Kenechukwu,20,1
4786,Brigitte,Chigozie,22,4
4787,Katharina,Chukwudi,20,4
4788,Heike,Emeka,22,2
4789,Jasmin,Kayin,22,3
4790,Kati,Ayodeji,24,2
4791,Yvonne,Kelechi,22,2
4792,Elfriede,Oluwaseyi,20,3
4793,Melanie,Ayodeji,24,1
4794,Dorothea,Ovie,24,2
4795,Bärbel,Obinna,23,1
4796,Nancy,Chima,24,2
4797,Steffi,Chima,22,1
4798,Cindy,Olufemi,21,1
4799,Jeanette,Chukwuemeka,22,3
4800,Maja,Babatunde,22,3
4801,Luise,Geofrey,21,2
4802,Diana,Kelechi,24,4
4803,Pauline,Olufemi,22,1
4804,Cordula,Oluwaseun,20,2
4805,Dagmar,Chike,22,2
4806,Ingrid,Ovie,21,3
4807,Meike,Ayomide,25,3
4808,Anne,Chibueze,24,2
4809,Lily,Kenechukwu,20,3
4810,Tina,Uchenna,21,1
4811,Miriam,Oshay,24,3
4812,Liane,Chidi,24,2
4813,Miriam,Ade,19,3
4814,Rosemarie,Abayomi,20,2
4815,Hedwig,Abayomi,25,2
4816,Cornelia,Chukwudi,24,3
4817,Karin,Shade,24,4
4818,Lily,Ugonna,24,2
4819,Elvira,Oluwatobiloba,20,2
4820,Nicole,Chidi,22,2
4821,Olga,Chidi,23,1
4822,Jeanette,Chibueze,24,1
4823,Susanne,Chinedu,25,4
4824,Yvonne,Babatunde,21,3
4825,Hannelore,Ayodele,23,2
4826,Anke,Oluwatobiloba,19,2
4827,Frieda,Uchenna,20,2
4828,Kathi,Olumide,21,2
4829,Susanne,Ayodele,24,2
4830,Isabell,Geofrey,22,1
4831,Barbara,Uchenna,19,1
4832,Carmen,Chidubem,21,1
4833,Zara,Olumide,22,4
4834,Uschi,Chibueze,22,4
4835,Sabine,Rapheal,20,3
4836,Ricarda,Ade,20,2
4837,Beatrice,Oluwaseyi,23,4
4838,Deborah,Ike,23,2
4839,Deborah,Oshay,21,3
4840,Elfriede,Geofrey,23,4
4841,Ricarda,Babatunde,19,2
4842,Annette,Ugochukwu,25,3
4843,Gerda,Adama,22,2
4844,Lena,Uchenna,22,1
4845,Britta,Ugochukwu,24,2
4846,Nancy,Uchenna,22,1
4847,Jeanette,Chidi,19,2
4848,Jacqueline,Oshay,24,2
4849,Steffi,Nnamdi,22,2
4850,Larissa,Temitope,20,3
4851,Yvonne,Ugonna,23,3
4852,Alexa,Adama,20,3
4853,Hannelore,Kenechukwu,20,2
4854,Rosemarie,Rapheal,24,1
4855,Heidi,Kayode,21,2
4856,Sophie,Olamide,20,2
4857,Lili,Geofrey,22,2
4858,Anke,Kelechi,25,2
4859,Patricia,Chidi,22,3
4860,Thea,Chukwuemeka,24,1
4861,Petra,Oluwatobiloba,21,2
4862,Alexandra,Chidi,22,3
4863,Franziska,Atiba,25,4
4864,Jeanette,Temitope,21,1
4865,Monika,Babatunde,23,2
4866,Christiane,Chibueze,19,3
4867,Rosa,Obinna,25,1
4868,Nancy,Emeka,24,3
4869,Anne,Rapheal,19,2
4870,Anne,Obie,22,3
4871,Doris,Ovie,23,2
4872,Uta,Chukwudi,23,2
4873,Bianca,Chidubem,23,3
4874,Kristin,Olumide,24,3
4875,Marlene,Oshay,19,2
4876,Susanne,Ayodeji,19,2
4877,Britta,Adama,24,1
4878,Isolde,Kayin,21,3
4879,Pauline,Oluwatobiloba,21,3
4880,Nadine,Geofrey,22,1
4881,Leonie,Tobenna,19,1
4882,Isabell,Ugonna,24,3
4883,Sofia,Obie,20,2
4884,Mechthild,Oreoluwa,20,3
4885,Cordula,Chima,24,2
4886,Verena,Temitope,20,3
4887,Brigitte,Ugo,24,3
4888,Olivia,Taiwo,21,3
4889,Evelyn,Chidubem,21,2
4890,Anita,Olufemi,22,1
4891,Ramona,Oreoluwa,19,4
4892,Karla,Praise,22,4
4893,Irene,Ayodele,23,2
4894,Birgit,Oreoluwa,23,2
4895,Rosa,Akin,22,4
4896,Karla,Kayin,25,2
4897,Irma,Chukwudi,24,2
4898,Gabriele,Tobi,20,2
4899,Carolin,Chukwuemeka,21,2
4900,Jennifer,Geofrey,23,4
4901,Ina,Chima,24,2
4902,Kathi,Chukwudi,20,3
4903,Ramona,Akin,24,2
4904,Sylvia,Oluwaseyi,21,3
4905,Mechthild,Taye,21,3
4906,Ivonne,Praise,23,3
4907,Zara,Oshay,20,2
4908,Gudrun,Adama,22,2
4909,Maria,Ayodeji,24,3
4910,Lena,Kelechi,23,2
4911,Bärbel,Oshay,23,1
4912,Nicole,Ayodele,20,2
4913,Sabrina,Ayodele,23,3
4914,Nadine,Chukwudi,22,4
4915,Sylvia,Chidi,23,4
4916,Olga,Chigozie,22,1
4917,Jeanette,Ugonna,22,2
4918,Erna,Tobe,25,2
4919,Alexandra,Abayomi,25,4
4920,Jacqueline,Tobenna,21,1
4921,Valerie,Kayin,24,2
4922,Erna,Emeka,25,2
4923,Marlene,Babatunde,22,1
4924,Ilse,Obinna,24,3
4925,Jacqueline,Olufemi,22,2
4926,Siggi,Oluwaseun,25,4
